item,day
Grapesh Tash ganesh,3
Onion samber,44
Peas Delhi,7
Peas local,7
Onion small(Economy),22
Indian Black globe Grapes,6
Papaya red indian,8
Mango,7
Papaya Red lady,11
Papaya sola,11
Papaya Taiwan,6
Sungold oil 5 lt packet,232
Pineapple,22
Pepper,11
Stevia powder,270
Coconut oil 500 ml,153
Beans Fruit,10
Beans cleaned,12
Brinjal long,7
Banana Nendra,10
Banana karpura,8
Banana Rasabale,8
Grapes Dilkush,3
Grapes Sharad,6
Grapes Rose,6
Grapes Sonika,4
Mango Langada,8
Mango Dasheri,8
Mango Amarpalli,6
Mango Kesar,9
Tender Coconut,12
Tender Coconut(M),12
Sweet corn seeds,7
Tamrind Chatisghar,13
Bale hoovu(B.flower),5
Letteus Greens,2
Onion flowers,32
Chillies Green,6
Chillies Bajji,9
Chillies Cleaned,7
Chillies small (C.B.P),13
Herali kai,12
Ladys finger,14
Little gourd,7
Lime Local,17
Thogari kai,10
Mango Raw Amblet,11
Mango Raw,9
G.nut oil Rice Bron 1 lt,211
Jukani,9
G. nut oil Rice 1 lt,223
G. nut oil safal deep1 lt,313
Chilakarive green,13
Chillies Bajji yagani,10
Baby corn,6
Leeks,9
Parsley,14
Litchi Juice,3
Cabbage chaina,12
Cabbage Red,9
Cauliflower(M),6
Cauliflower(B),13
Grapes T.S.,3
Orange South Africa,19
Grapes Crimson,4
Apple Fuji chaina,14
Pomegranate,14
Pomegranate Bhagav,17
Rice Bran 5 lt,154
Sungold oil 5 lt,331
Ground nut oil 5 lt,266
Brahmi amla juice,4
Pomegranate Juice,22
N.Juice 200 ml,3
Apple hazarath palli,20
Apple Green smith,21
Orange malt,24
Sweet corn cleaned,9
Sweet corn seeds spok,10
Tomoto,7
Ground nut oil 1 lt,224
G.oil Net rich 500 ml,337
G.nut oil Premium1 lt,206
Eggs,2
Chakota greens,3
Onion pack,32
Potato pack,40
Chikkadikai Round,14
Orange Australia,23
Indian kinora apple,14
South Africa Gala apple,22
Selari,13
Coconut (S),10
Coconut (OS),13
Cabbage,9
BaleDindu (Banana stem),8
Raddish Red,27
Sponge Gourd,11
Snake Gourd,13
Mango Badami,199
Mango Alphans,7
Mango Raspuri,11
Grapes Flame,6
Grapes Krishna sharad,6
Sham gadde,5
Mango rathnagiri(red),7
Mango Alphans box,8
Mango sakkaregutti,8
Tamarind seedless,38
Thinda,5
Pista,238
Dates Arebian,285
Kashini greens,2
Garlic,36
Chain Berry,6
Y.Bananan T.N.,11
Maize,8
Carrot ooty,9
Carrot Delhi,10
Basale Greens,2
Carrot Nati,10
Ground nut Hybrid,10
Ginger,21
Apple Chaina Delicious,12
Menthya Greens,3
Palak Greens,2
Parvala,12
Cherry kashmir,3
Cashew nut,359
Dates,307
Dry dates,238
Pumpkin Japan,14
Potato(M),27
Potato(B),20
Banana chandra,9
Banana Yellaki,10
Banana pachabale,8
Beans Ring,11
Beans Nati,9
Beans,11
Amla,14
Sun safal Tin 15 lt,7
Safal deep 500 ml,13
Tamarind Paste 450 gm,105
Papaya nati,8
Pomegranate Ganesh,10
Pomegranate A.raktha,21
Grapes Dry 100gm,4
Jack fruit,9
Grapes Red globe,4
Grapes Dry 250gm,5
Apple Golden delicious,16
Pumpkin Red,11
Pumpkin Ash,10
Peas Ooty,12
Peas Dharwad,8
Chilles small cleaned (C.B.P),14
Washington gala apple,16
Times Rose berry,6
Cherry fruit,5
Ber fruit/Bore fruit,6
Berry Delhi,5
Mint Leaves,2
Dhantu greens,2
Curry leave,2
Corriander Leave,4
Ground nut Local,9
Double Beans,12
Double Beans seeds,14
Ginger ooty,23
Drumstik,9
Ginger New,43
Coconut (B),11
Coconut (M),7
Cowpea Local,9
Cowpea Long,14
Mineral water 1 lt,14
Garlic cleaned,29
Net rich 5 lt oil,207
Byladha Hannu,8
Arive greens,2
knol-khol,9
Chikadi kai,10
Fruit Juice Tailand,3
Tender Coco packed,13
Tender Coconut(S),12
Orange Ooty,11
Orange Nagpura,12
Orange,24
Sweet corn,7
Spring Onion(Cleaned),19
Spring Onion,26
Malenian apple,20
Apple Washington,21
Apple Newzeland,17
Apple Australia,13
Jumbu juice,4
South Af.red berry,6
Nagapur Orange Economy,17
Tamarind Paste 150 gm,97
Pickles mixed veg,283
Honney 100 gm,12
Gulkan 1/4 kg,128
Snake Gourd(S),13
Gulkan 1/2 kg,121
Gulkan 1 kg,161
Chicco(Sapota),5
Guava,6
Chicco(Sapota) rapined,7
Custerd Apple,10
Apple Chilli,18
Bread fruit,5
Peas seeds,7
Brinjal Mlore,8
Brinjal Bottle,9
Brinjal (R),9
Honney 200 gm,13
Brinjal (W),6
Honney 1 Kg,6
Honney 1/2,12
Apple Economy,18
Apple Simla,23
Apple Delicious,13
Apple Premium,10
Washington red apple,14
Raddish,39
Sweet Potato(Genasu),27
Potato Baby,39
Dry fruit mixed,301
Potato(S),39
Badami,222
Dry apricot,7
Dates seedless,362
Batani kalu,13
Hesaru kalu,8
Molake kalu,8
Rumenia Mango,11
Greens Sabbakki,2
S.mellon Local (Luck),20
Butter fruit,14
Anjura/Fig,6
Bore fruit,9
Copra,178
Chocolates Drink box,104
Fanda,9
Jam 100 gm,179
S.mellon namdhari (Red),21
Mosambi polo,10
Mosambi,10
S.mellon namdhari,23
Watermellon kiran,21
Watermellon,11
Jam 200 gm,112
Jam 1/2 kg,113
Jam 1 kg,138
Tamarind sweet 500gm,34
Rampal,6
Rose apple,12
Pomello/Chakotha,20
Peaches,4
Plum Australia,4
Plum Ooty,5
Indian red globe,13
Onion Big,43
Onion medium,42
Mushroom Oyster,4
Thiland Jelly,4
Thiland Juice,2
Pineapple juice,21
Apple juice,12
Berry Golden,5
Berry Southafrica,5
Baby corn cleaned,12
Rice Bran 15 lt Tin,182
G. nut sungold 1 lt,11
G. nut Golden oil 1 lt,222
Avarebele (F. Beans spok),10
Avarekai (Field Beans ),12
Banana cooking R.Banana,7
Mushroom Milky,3
Mushroom Button,2
Lime Bijapur,12
Kashini (Ganike) Greens,2
Cucumber white,5
Cluster Beans Bunches,10
GrapesAnabi shahi,4
Grapes Blore blue,5
Cluster Bean Local,8
Guava Allahabad(Red),9
Komark fruit,13
Mango Sendura,9
Kiwi fruit,3
Jambo fruit(Nerale),140
Mango mallika,8
Mango malagova,9
Mango Bygan palli,11
Bottle Gourd,10
Bitter Gourd,11
Yam/S.Root,42
Beet Root,5
Banana Rasabale,9
Banana karpura,7
Banana Nendra,5
Brinjal long,11
Beans cleaned,12
Beans Fruit,12
Coconut oil 500 ml,321
Stevia powder,239
Pepper,10
Pineapple,22
Sungold oil 5 lt packet,161
Papaya Taiwan,7
Papaya sola,5
Papaya Red lady,6
Mango,11
Papaya red indian,10
Indian Black globe Grapes,3
Onion small(Economy),42
Peas local,6
Peas Delhi,14
Onion samber,15
Grapesh Tash ganesh,3
Chikkadikai cleaned,13
Orange juice,22
Berry Soft,4
Berry fruit Ooty,3
Berry ball,5
Berry Green,4
mango Pickles,125
Lime Pickles,275
Kakadi,13
Pickles,156
Brucoli,11
Avare seed (FB seeds),7
Cherry Tomoto,11
Cauliflower per Kg,6
Cauliflower(S),14
Capsicum Red/Yellow,8
Capsicum 1,11
Capsicum,9
Mangalore cucumber,9
Cucumber Ooty,6
Cucumber Israle,6
Straw Berry,5
Litchi Taiwan/chaina,4
Litchi Local,5
Mango Neelam,7
Mango kalapadu,7
Mango thotapuri,6
Cucumber Nati,8
Cucumber,9
Chow-Chow,11
Apple Green smith,18
Apple hazarath palli,23
N.Juice 200 ml,4
Pomegranate Juice,24
Brahmi amla juice,3
Ground nut oil 5 lt,181
Sungold oil 5 lt,278
Rice Bran 5 lt,225
Pomegranate Bhagav,11
Pomegranate,14
Apple Fuji chaina,18
Grapes Crimson,5
Orange South Africa,11
Grapes T.S.,3
Cauliflower(B),11
Cauliflower(M),13
Cabbage Red,11
Cabbage chaina,8
Litchi Juice,5
Parsley,10
Leeks,5
Baby corn,14
Chillies Bajji yagani,10
Chilakarive green,13
G. nut oil safal deep1 lt,130
G. nut oil Rice 1 lt,203
Jukani,12
G.nut oil Rice Bron 1 lt,266
Mango Raw,8
Mango Raw Amblet,8
Thogari kai,11
Lime Local,16
Little gourd,13
Ladys finger,8
Herali kai,7
Chillies small (C.B.P),10
Chillies Cleaned,13
Chillies Bajji,9
Chillies Green,13
Onion flowers,22
Letteus Greens,2
Bale hoovu(B.flower),8
Tamrind Chatisghar,7
Sweet corn seeds,7
Tender Coconut(M),11
Tender Coconut,11
Mango Kesar,9
Mango Amarpalli,5
Mango Dasheri,11
Mango Langada,5
Grapes Sonika,6
Grapes Rose,5
Grapes Sharad,6
Grapes Dilkush,4
Mango Raspuri,11
Mango Alphans,7
Mango Badami,327
Snake Gourd,5
Sponge Gourd,13
Raddish Red,16
BaleDindu (Banana stem),10
Cabbage,5
Coconut (OS),12
Coconut (S),6
Selari,6
South Africa Gala apple,13
Indian kinora apple,13
Orange Australia,18
Chikkadikai Round,8
Potato pack,42
Onion pack,44
Chakota greens,3
Eggs,2
G.nut oil Premium1 lt,194
G.oil Net rich 500 ml,311
Ground nut oil 1 lt,261
Tomoto,8
Sweet corn seeds spok,10
Sweet corn cleaned,8
Orange malt,12
Potato(B),37
Potato(M),44
Pumpkin Japan,9
Dry dates,126
Dates,300
Cashew nut,328
Cherry kashmir,5
Parvala,10
Palak Greens,3
Menthya Greens,4
Apple Chaina Delicious,16
Ginger,39
Ground nut Hybrid,13
Carrot Nati,8
Basale Greens,2
Carrot Delhi,8
Carrot ooty,6
Maize,13
Y.Bananan T.N.,9
Chain Berry,4
Garlic,40
Kashini greens,3
Dates Arebian,157
Pista,312
Thinda,11
Tamarind seedless,34
Mango sakkaregutti,9
Mango Alphans box,10
Mango rathnagiri(red),6
Sham gadde,8
Grapes Krishna sharad,6
Grapes Flame,6
Spring Onion,27
Spring Onion(Cleaned),16
Sweet corn,6
Orange,17
Orange Nagpura,24
Orange Ooty,14
Tender Coconut(S),11
Tender Coco packed,6
Fruit Juice Tailand,4
Chikadi kai,12
knol-khol,5
Arive greens,3
Byladha Hannu,12
Net rich 5 lt oil,297
Garlic cleaned,28
Mineral water 1 lt,13
Cowpea Long,12
Cowpea Local,13
Coconut (M),10
Coconut (B),8
Ginger New,15
Drumstik,7
Ginger ooty,28
Double Beans seeds,13
Double Beans,9
Ground nut Local,6
Corriander Leave,3
Curry leave,3
Dhantu greens,4
Mint Leaves,2
Berry Delhi,3
Ber fruit/Bore fruit,7
Cherry fruit,3
Times Rose berry,6
Washington gala apple,19
Chilles small cleaned (C.B.P),6
Peas Dharwad,14
Peas Ooty,11
Pumpkin Ash,12
Pumpkin Red,12
Apple Golden delicious,22
Grapes Dry 250gm,6
Grapes Red globe,3
Jack fruit,7
Grapes Dry 100gm,3
Pomegranate A.raktha,18
Pomegranate Ganesh,18
Papaya nati,7
Tamarind Paste 450 gm,103
Safal deep 500 ml,6
Sun safal Tin 15 lt,10
Amla,12
Beans,14
Beans Nati,12
Beans Ring,5
Banana pachabale,6
Banana Yellaki,6
Banana chandra,11
Honney 1/2,12
Honney 1 Kg,6
Brinjal (W),6
Honney 200 gm,12
Brinjal (R),7
Brinjal Bottle,6
Brinjal Mlore,9
Peas seeds,12
Bread fruit,6
Apple Chilli,20
Custerd Apple,11
Chicco(Sapota) rapined,5
Guava,5
Chicco(Sapota),10
Gulkan 1 kg,157
Gulkan 1/2 kg,133
Snake Gourd(S),13
Gulkan 1/4 kg,99
Honney 100 gm,6
Pickles mixed veg,263
Tamarind Paste 150 gm,153
Nagapur Orange Economy,17
South Af.red berry,4
Jumbu juice,3
Apple Australia,10
Apple Newzeland,18
Apple Washington,23
Malenian apple,21
Plum Ooty,6
Plum Australia,5
Peaches,6
Pomello/Chakotha,21
Rose apple,10
Rampal,6
Tamarind sweet 500gm,31
Jam 1 kg,120
Jam 1/2 kg,135
Jam 200 gm,91
Watermellon,15
Watermellon kiran,24
S.mellon namdhari,13
Mosambi,7
Mosambi polo,12
S.mellon namdhari (Red),10
Jam 100 gm,160
Fanda,11
Chocolates Drink box,140
Copra,223
Bore fruit,14
Anjura/Fig,4
Butter fruit,6
S.mellon Local (Luck),13
Greens Sabbakki,4
Rumenia Mango,9
Molake kalu,13
Hesaru kalu,6
Batani kalu,10
Dates seedless,246
Dry apricot,7
Badami,123
Potato(S),21
Dry fruit mixed,179
Potato Baby,33
Sweet Potato(Genasu),31
Raddish,33
Washington red apple,21
Apple Premium,15
Apple Delicious,11
Apple Simla,14
Apple Economy,17
Beet Root,9
Yam/S.Root,27
Bitter Gourd,12
Bottle Gourd,12
Mango Bygan palli,8
Mango malagova,9
Mango mallika,10
Jambo fruit(Nerale),155
Kiwi fruit,5
Mango Sendura,5
Komark fruit,14
Guava Allahabad(Red),8
Cluster Bean Local,12
Grapes Blore blue,4
GrapesAnabi shahi,3
Cluster Beans Bunches,13
Cucumber white,9
Kashini (Ganike) Greens,2
Lime Bijapur,10
Mushroom Button,3
Mushroom Milky,4
Banana cooking R.Banana,8
Avarekai (Field Beans ),7
Avarebele (F. Beans spok),5
G. nut Golden oil 1 lt,193
G. nut sungold 1 lt,13
Rice Bran 15 lt Tin,297
Baby corn cleaned,12
Berry Southafrica,5
Berry Golden,4
Apple juice,16
Pineapple juice,13
Thiland Juice,4
Thiland Jelly,2
Mushroom Oyster,3
Onion medium,29
Onion Big,24
Indian red globe,8
Chow-Chow,8
Cucumber,5
Cucumber Nati,8
Mango thotapuri,7
Mango kalapadu,11
Mango Neelam,9
Litchi Local,3
Litchi Taiwan/chaina,3
Straw Berry,3
Cucumber Israle,9
Cucumber Ooty,5
Mangalore cucumber,11
Capsicum,6
Capsicum 1,5
Capsicum Red/Yellow,10
Cauliflower(S),9
Cauliflower per Kg,12
Cherry Tomoto,11
Avare seed (FB seeds),13
Brucoli,8
Pickles,319
Kakadi,14
Lime Pickles,148
mango Pickles,342
Berry Green,3
Berry ball,3
Berry fruit Ooty,5
Berry Soft,5
Orange juice,24
Chikkadikai cleaned,14
Grapesh Tash ganesh,3
Onion samber,24
Peas Delhi,11
Peas local,6
Onion small(Economy),42
Indian Black globe Grapes,6
Papaya red indian,8
Mango,5
Papaya Red lady,6
Papaya sola,5
Papaya Taiwan,11
Sungold oil 5 lt packet,262
Pineapple,21
Pepper,9
Stevia powder,345
Coconut oil 500 ml,141
Beans Fruit,13
Beans cleaned,6
Brinjal long,10
Banana Nendra,6
Banana karpura,7
Banana Rasabale,5
Grapes Dilkush,5
Grapes Sharad,3
Grapes Rose,3
Grapes Sonika,4
Mango Langada,8
Mango Dasheri,11
Mango Amarpalli,8
Mango Kesar,5
Tender Coconut,14
Tender Coconut(M),8
Sweet corn seeds,9
Tamrind Chatisghar,13
Bale hoovu(B.flower),10
Letteus Greens,4
Onion flowers,36
Chillies Green,10
Chillies Bajji,11
Chillies Cleaned,14
Chillies small (C.B.P),5
Herali kai,7
Ladys finger,7
Little gourd,7
Lime Local,16
Thogari kai,7
Mango Raw Amblet,6
Mango Raw,5
G.nut oil Rice Bron 1 lt,214
Jukani,5
G. nut oil Rice 1 lt,154
G. nut oil safal deep1 lt,361
Chilakarive green,11
Chillies Bajji yagani,6
Baby corn,7
Leeks,14
Parsley,10
Litchi Juice,4
Cabbage chaina,12
Cabbage Red,10
Cauliflower(M),13
Cauliflower(B),11
Grapes T.S.,4
Orange South Africa,14
Grapes Crimson,6
Apple Fuji chaina,19
Pomegranate,14
Pomegranate Bhagav,20
Rice Bran 5 lt,147
Sungold oil 5 lt,130
Ground nut oil 5 lt,333
Brahmi amla juice,4
Pomegranate Juice,18
N.Juice 200 ml,3
Apple hazarath palli,22
Apple Green smith,19
Orange malt,17
Sweet corn cleaned,6
Sweet corn seeds spok,5
Tomoto,9
Ground nut oil 1 lt,202
G.oil Net rich 500 ml,297
G.nut oil Premium1 lt,192
Eggs,3
Chakota greens,2
Onion pack,26
Potato pack,15
Chikkadikai Round,12
Orange Australia,24
Indian kinora apple,13
South Africa Gala apple,15
Selari,11
Coconut (S),13
Coconut (OS),5
Cabbage,13
BaleDindu (Banana stem),11
Raddish Red,41
Sponge Gourd,5
Snake Gourd,11
Mango Badami,139
Mango Alphans,5
Mango Raspuri,6
Grapes Flame,6
Grapes Krishna sharad,3
Sham gadde,6
Mango rathnagiri(red),11
Mango Alphans box,9
Mango sakkaregutti,11
Tamarind seedless,43
Thinda,14
Pista,293
Dates Arebian,232
Kashini greens,2
Garlic,36
Chain Berry,5
Y.Bananan T.N.,5
Maize,11
Carrot ooty,8
Carrot Delhi,7
Basale Greens,2
Carrot Nati,7
Ground nut Hybrid,13
Ginger,30
Apple Chaina Delicious,23
Menthya Greens,3
Palak Greens,2
Parvala,8
Cherry kashmir,3
Cashew nut,137
Dates,250
Dry dates,256
Pumpkin Japan,11
Potato(M),18
Potato(B),31
Dry fruit mixed,177
Onion Big,26
Onion medium,23
Mushroom Oyster,4
Thiland Jelly,4
Thiland Juice,4
Pineapple juice,11
Apple juice,22
Berry Golden,6
Berry Southafrica,5
Baby corn cleaned,14
Rice Bran 15 lt Tin,156
G. nut sungold 1 lt,6
G. nut Golden oil 1 lt,308
Avarebele (F. Beans spok),12
Avarekai (Field Beans ),5
Banana cooking R.Banana,10
Mushroom Milky,4
Mushroom Button,2
Lime Bijapur,14
Kashini (Ganike) Greens,2
Cucumber white,10
Cluster Beans Bunches,13
GrapesAnabi shahi,5
Grapes Blore blue,5
Cluster Bean Local,11
Guava Allahabad(Red),8
Komark fruit,6
Mango Sendura,5
Kiwi fruit,5
Jambo fruit(Nerale),137
Mango mallika,8
Mango malagova,5
Mango Bygan palli,7
Bottle Gourd,8
Bitter Gourd,10
Yam/S.Root,18
Beet Root,14
Banana Rasabale,9
Banana karpura,11
Banana Nendra,7
Brinjal long,10
Beans cleaned,5
Beans Fruit,13
Coconut oil 500 ml,279
Stevia powder,304
Pepper,13
Pineapple,23
Sungold oil 5 lt packet,336
Papaya Taiwan,6
Papaya sola,11
Papaya Red lady,6
Mango,8
Papaya red indian,7
Indian Black globe Grapes,4
Onion small(Economy),24
Peas local,5
Peas Delhi,14
Onion samber,19
Grapesh Tash ganesh,3
Chikkadikai cleaned,9
Orange juice,18
Berry Soft,6
Berry fruit Ooty,5
Berry ball,4
Berry Green,4
mango Pickles,176
Lime Pickles,281
Kakadi,11
Pickles,166
Brucoli,8
Avare seed (FB seeds),12
Cherry Tomoto,5
Cauliflower per Kg,10
Cauliflower(S),11
Capsicum Red/Yellow,5
Capsicum 1,9
Capsicum,8
Mangalore cucumber,5
Cucumber Ooty,9
Cucumber Israle,7
Straw Berry,3
Litchi Taiwan/chaina,3
Litchi Local,4
Mango Neelam,6
Mango kalapadu,10
Mango thotapuri,6
Cucumber Nati,6
Cucumber,8
Chow-Chow,5
Apple Green smith,11
Apple hazarath palli,23
N.Juice 200 ml,2
Pomegranate Juice,24
Brahmi amla juice,2
Ground nut oil 5 lt,177
Sungold oil 5 lt,175
Rice Bran 5 lt,325
Pomegranate Bhagav,12
Pomegranate,12
Apple Fuji chaina,19
Grapes Crimson,5
Orange South Africa,18
Grapes T.S.,5
Cauliflower(B),7
Cauliflower(M),8
Cabbage Red,8
Cabbage chaina,9
Litchi Juice,4
Parsley,5
Leeks,7
Baby corn,7
Chillies Bajji yagani,9
Chilakarive green,6
G. nut oil safal deep1 lt,164
G. nut oil Rice 1 lt,334
Jukani,5
G.nut oil Rice Bron 1 lt,235
Mango Raw,8
Mango Raw Amblet,9
Thogari kai,7
Lime Local,17
Little gourd,10
Ladys finger,14
Herali kai,6
Chillies small (C.B.P),11
Chillies Cleaned,11
Chillies Bajji,13
Chillies Green,14
Onion flowers,32
Letteus Greens,3
Bale hoovu(B.flower),11
Tamrind Chatisghar,5
Sweet corn seeds,6
Tender Coconut(M),8
Tender Coconut,6
Mango Kesar,5
Mango Amarpalli,5
Mango Dasheri,8
Mango Langada,10
Grapes Sonika,5
Grapes Rose,4
Grapes Sharad,3
Grapes Dilkush,4
Mango Raspuri,10
Mango Alphans,9
Mango Badami,247
Snake Gourd,8
Sponge Gourd,9
Raddish Red,39
BaleDindu (Banana stem),10
Cabbage,12
Coconut (OS),9
Coconut (S),11
Selari,7
South Africa Gala apple,15
Indian kinora apple,24
Orange Australia,15
Chikkadikai Round,13
Potato pack,26
Onion pack,22
Chakota greens,4
Eggs,4
G.nut oil Premium1 lt,361
G.oil Net rich 500 ml,206
Ground nut oil 1 lt,222
Tomoto,5
Sweet corn seeds spok,9
Sweet corn cleaned,9
Orange malt,15
Potato(B),41
Potato(M),40
Pumpkin Japan,12
Dry dates,248
Dates,175
Cashew nut,287
Cherry kashmir,3
Parvala,7
Palak Greens,2
Menthya Greens,3
Apple Chaina Delicious,22
Ginger,24
Ground nut Hybrid,5
Carrot Nati,5
Basale Greens,2
Carrot Delhi,6
Carrot ooty,8
Maize,11
Y.Bananan T.N.,10
Chain Berry,5
Garlic,43
Kashini greens,4
Dates Arebian,194
Pista,289
Thinda,14
Tamarind seedless,32
Mango sakkaregutti,10
Mango Alphans box,9
Mango rathnagiri(red),6
Sham gadde,10
Grapes Krishna sharad,3
Grapes Flame,6
Banana chandra,9
Banana Yellaki,10
Banana pachabale,9
Beans Ring,12
Beans Nati,8
Beans,12
Amla,11
Sun safal Tin 15 lt,5
Safal deep 500 ml,13
Tamarind Paste 450 gm,105
Papaya nati,7
Pomegranate Ganesh,23
Pomegranate A.raktha,13
Grapes Dry 100gm,5
Jack fruit,9
Grapes Red globe,5
Grapes Dry 250gm,3
Apple Golden delicious,19
Pumpkin Red,6
Pumpkin Ash,12
Peas Ooty,7
Peas Dharwad,9
Chilles small cleaned (C.B.P),8
Washington gala apple,23
Times Rose berry,4
Cherry fruit,5
Ber fruit/Bore fruit,5
Berry Delhi,4
Mint Leaves,4
Dhantu greens,2
Curry leave,3
Corriander Leave,2
Ground nut Local,5
Double Beans,5
Double Beans seeds,11
Ginger ooty,33
Drumstik,13
Ginger New,16
Coconut (B),5
Coconut (M),11
Cowpea Local,9
Cowpea Long,6
Mineral water 1 lt,12
Garlic cleaned,33
Net rich 5 lt oil,212
Byladha Hannu,9
Arive greens,3
knol-khol,9
Chikadi kai,7
Fruit Juice Tailand,2
Tender Coco packed,6
Tender Coconut(S),6
Orange Ooty,13
Orange Nagpura,16
Orange,19
Sweet corn,8
Spring Onion(Cleaned),17
Spring Onion,24
Malenian apple,11
Apple Washington,22
Apple Newzeland,16
Apple Australia,12
Jumbu juice,4
South Af.red berry,6
Nagapur Orange Economy,19
Tamarind Paste 150 gm,133
Pickles mixed veg,286
Honney 100 gm,9
Gulkan 1/4 kg,145
Snake Gourd(S),8
Gulkan 1/2 kg,95
Gulkan 1 kg,172
Chicco(Sapota),11
Guava,8
Chicco(Sapota) rapined,7
Custerd Apple,17
Apple Chilli,19
Bread fruit,11
Peas seeds,5
Brinjal Mlore,11
Brinjal Bottle,7
Brinjal (R),6
Honney 200 gm,14
Brinjal (W),8
Honney 1 Kg,5
Honney 1/2,10
Apple Economy,12
Apple Simla,16
Apple Delicious,20
Apple Premium,22
Washington red apple,20
Raddish,42
Sweet Potato(Genasu),21
Potato Baby,37
Potato(S),17
Badami,267
Dry apricot,10
Dates seedless,283
Batani kalu,14
Hesaru kalu,12
Molake kalu,5
Rumenia Mango,5
Greens Sabbakki,2
S.mellon Local (Luck),24
Butter fruit,5
Anjura/Fig,3
Bore fruit,8
Copra,283
Chocolates Drink box,168
Fanda,9
Jam 100 gm,142
S.mellon namdhari (Red),10
Mosambi polo,9
Mosambi,11
S.mellon namdhari,15
Watermellon kiran,18
Watermellon,12
Jam 200 gm,172
Jam 1/2 kg,137
Jam 1 kg,145
Tamarind sweet 500gm,28
Rampal,12
Rose apple,23
Pomello/Chakotha,17
Peaches,5
Plum Australia,6
Plum Ooty,3
Indian red globe,7
Spring Onion,15
Spring Onion(Cleaned),36
Sweet corn,10
Orange,11
Orange Nagpura,22
Orange Ooty,19
Tender Coconut(S),11
Tender Coco packed,11
Fruit Juice Tailand,2
Chikadi kai,13
knol-khol,7
Arive greens,3
Byladha Hannu,14
Net rich 5 lt oil,162
Garlic cleaned,30
Mineral water 1 lt,7
Cowpea Long,5
Cowpea Local,6
Coconut (M),7
Coconut (B),7
Ginger New,29
Drumstik,13
Ginger ooty,21
Double Beans seeds,13
Double Beans,6
Ground nut Local,10
Corriander Leave,4
Curry leave,2
Dhantu greens,3
Mint Leaves,2
Berry Delhi,6
Ber fruit/Bore fruit,12
Cherry fruit,3
Times Rose berry,3
Washington gala apple,12
Chilles small cleaned (C.B.P),14
Peas Dharwad,6
Peas Ooty,14
Pumpkin Ash,7
Pumpkin Red,10
Apple Golden delicious,21
Grapes Dry 250gm,3
Grapes Red globe,5
Jack fruit,7
Grapes Dry 100gm,5
Pomegranate A.raktha,14
Pomegranate Ganesh,12
Papaya nati,5
Tamarind Paste 450 gm,175
Safal deep 500 ml,12
Sun safal Tin 15 lt,13
Amla,5
Beans,8
Beans Nati,7
Beans Ring,13
Banana pachabale,9
Banana Yellaki,8
Banana chandra,6
Honney 1/2,6
Honney 1 Kg,5
Brinjal (W),10
Honney 200 gm,13
Brinjal (R),5
Brinjal Bottle,5
Brinjal Mlore,5
Peas seeds,14
Bread fruit,11
Apple Chilli,12
Custerd Apple,24
Chicco(Sapota) rapined,7
Guava,10
Chicco(Sapota),6
Gulkan 1 kg,157
Gulkan 1/2 kg,164
Snake Gourd(S),13
Gulkan 1/4 kg,149
Honney 100 gm,8
Pickles mixed veg,348
Tamarind Paste 150 gm,148
Nagapur Orange Economy,12
South Af.red berry,6
Jumbu juice,2
Apple Australia,22
Apple Newzeland,23
Apple Washington,16
Malenian apple,15
Plum Ooty,4
Plum Australia,3
Peaches,3
Pomello/Chakotha,14
Rose apple,15
Rampal,9
Tamarind sweet 500gm,23
Jam 1 kg,102
Jam 1/2 kg,163
Jam 200 gm,145
Watermellon,10
Watermellon kiran,23
S.mellon namdhari,20
Mosambi,12
Mosambi polo,11
S.mellon namdhari (Red),12
Jam 100 gm,129
Fanda,6
Chocolates Drink box,101
Copra,240
Bore fruit,7
Anjura/Fig,5
Butter fruit,11
S.mellon Local (Luck),17
Greens Sabbakki,2
Rumenia Mango,6
Molake kalu,12
Hesaru kalu,10
Batani kalu,14
Dates seedless,282
Dry apricot,11
Badami,153
Potato(S),41
Potato Baby,23
Sweet Potato(Genasu),41
Raddish,19
Washington red apple,12
Apple Premium,14
Apple Delicious,19
Apple Simla,17
Apple Economy,15
Beet Root,14
Yam/S.Root,34
Bitter Gourd,14
Bottle Gourd,14
Mango Bygan palli,6
Mango malagova,8
Mango mallika,6
Jambo fruit(Nerale),92
Kiwi fruit,5
Mango Sendura,11
Komark fruit,9
Guava Allahabad(Red),6
Cluster Bean Local,12
Grapes Blore blue,5
GrapesAnabi shahi,4
Cluster Beans Bunches,9
Cucumber white,5
Kashini (Ganike) Greens,3
Lime Bijapur,16
Mushroom Button,2
Mushroom Milky,3
Banana cooking R.Banana,9
Avarekai (Field Beans ),7
Avarebele (F. Beans spok),6
G. nut Golden oil 1 lt,289
G. nut sungold 1 lt,7
Rice Bran 15 lt Tin,315
Baby corn cleaned,10
Berry Southafrica,4
Berry Golden,5
Apple juice,15
Pineapple juice,10
Thiland Juice,3
Thiland Jelly,3
Mushroom Oyster,3
Onion medium,15
Onion Big,17
Dry fruit mixed,324
